user_id,target_domain,target_role,owned_skills,user_experience,user_education
U-0618,UI/UX Design,UI Designer,"[""Design System"", ""Typography"", ""Adobe XD"", ""Illustrator"", ""Prototyping"", ""Color Theory""]",> 3 Tahun,S2/S3
U-0619,Cyber Security,Security Analyst,"[""Firewall""]",1 - 3 Tahun,S1/D4
U-0620,UI/UX Design,Product Designer,"[""Adobe XD"", ""User Research"", ""Figma"", ""Design System"", ""Accessibility"", ""Wireframing""]",1 - 3 Tahun,S1/D4
U-0621,Data Science & AI,Machine Learning Engineer,"[""Scikit-Learn"", ""PyTorch""]",1 - 3 Tahun,S1/D4
U-0622,Mobile Development,Flutter Engineer,"[""GetX""]",> 3 Tahun,S2/S3
U-0623,Quality Assurance (QA) & Testing,Automation QA,"[""CI/CD"", ""Cypress"", ""Postman""]",> 3 Tahun,S1/D4
U-0624,Data Science & AI,Machine Learning Engineer,"[""TensorFlow"", ""Scikit-Learn"", ""SQL"", ""Kubernetes"", ""Pandas"", ""Docker""]",1 - 3 Tahun,S1/D4
U-0625,Web Development,Backend Engineer,"[""PostgreSQL""]",Belum ada pengalaman,S1/D4
U-0626,Cyber Security,DevSecOps,"[""Kubernetes"", ""DAST"", ""Linux"", ""Terraform""]",> 3 Tahun,S1/D4
U-0627,Mobile Development,Android Developer,"[""REST API"", ""Room DB"", ""Firebase"", ""Android SDK"", ""Kotlin""]",< 1 Tahun,S1/D4
U-0628,Mobile Development,iOS Developer,"[""REST API"", ""Swift"", ""Git"", ""SwiftUI"", ""CoreData"", ""Objective-C""]",> 3 Tahun,S1/D4
U-0629,Web Development,Frontend Engineer,"[""Vue.js"", ""HTML"", ""Bootstrap"", ""Next.js""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0630,UI/UX Design,UI Designer,"[""Typography"", ""Design System"", ""Color Theory"", ""Figma""]",> 3 Tahun,S2/S3
U-0631,UI/UX Design,Product Designer,"[""Accessibility"", ""Miro""]",1 - 3 Tahun,S2/S3
U-0632,Web Development,Backend Engineer,"[""Python"", ""Express"", ""PHP"", ""Django"", ""MySQL"", ""MongoDB""]",> 3 Tahun,S1/D4
U-0633,Mobile Development,Android Developer,"[""MVVM"", ""Jetpack Compose"", ""Android SDK"", ""REST API""]",1 - 3 Tahun,S2/S3
U-0634,Cloud & DevOps,SRE,"[""Kubernetes"", ""CI/CD"", ""Git"", ""Grafana""]",< 1 Tahun,D3
U-0635,Cloud & DevOps,SRE,"[""Python"", ""Docker""]",< 1 Tahun,D3
U-0636,Quality Assurance (QA) & Testing,Automation QA,"[""Java""]",Belum ada pengalaman,SMA/SMK
U-0637,Mobile Development,Android Developer,"[""MVVM""]",1 - 3 Tahun,D3
U-0638,Cyber Security,DevSecOps,"[""Git"", ""SAST"", ""AWS""]",> 3 Tahun,S1/D4
U-0639,Mobile Development,iOS Developer,"[""REST API"", ""Git"", ""CoreData"", ""Swift"", ""Xcode"", ""Firebase""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0640,Quality Assurance (QA) & Testing,SDET,"[""Python""]",> 3 Tahun,S1/D4
U-0641,Quality Assurance (QA) & Testing,Automation QA,"[""Postman"", ""Playwright"", ""Python"", ""Java"", ""Selenium"", ""TestNG""]",< 1 Tahun,S1/D4
U-0642,Data Science & AI,AI Engineer,"[""Git"", ""HuggingFace""]",Belum ada pengalaman,D3
U-0643,Cloud & DevOps,SRE,"[""Terraform"", ""Docker"", ""Incident Management"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0644,Data Science & AI,Data Scientist,"[""R"", ""TensorFlow""]",< 1 Tahun,S1/D4
U-0645,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""Test Case Writing"", ""SQL"", ""Postman""]",< 1 Tahun,S1/D4
U-0646,Quality Assurance (QA) & Testing,SDET,"[""Docker"", ""Performance Testing"", ""CI/CD""]",1 - 3 Tahun,S2/S3
U-0647,UI/UX Design,UX Researcher,"[""Personas"", ""Maze"", ""User Interview"", ""Usability Testing""]",1 - 3 Tahun,S1/D4
U-0648,Mobile Development,Android Developer,"[""Room DB""]",Belum ada pengalaman,S1/D4
U-0649,Web Development,Frontend Engineer,"[""TailwindCSS"", ""ReactJS"", ""HTML"", ""Vue.js""]",1 - 3 Tahun,D3
U-0650,Web Development,Frontend Engineer,"[""Bootstrap"", ""CSS"", ""ReactJS"", ""TailwindCSS"", ""Vue.js""]",> 3 Tahun,S2/S3
U-0651,Quality Assurance (QA) & Testing,Manual QA,"[""SQL"", ""Regression Testing"", ""Postman"", ""Test Case Writing"", ""Jira""]",> 3 Tahun,S1/D4
U-0652,Data Science & AI,Data Analyst,"[""Power BI""]",< 1 Tahun,D3
U-0653,Data Science & AI,Machine Learning Engineer,"[""Python"", ""TensorFlow"", ""Git""]",< 1 Tahun,S1/D4
U-0654,Data Science & AI,Data Scientist,"[""Python"", ""Scikit-Learn"", ""Git"", ""Statistics""]",> 3 Tahun,S2/S3
U-0655,Cyber Security,Security Analyst,"[""SIEM""]",> 3 Tahun,S2/S3
U-0656,Cyber Security,Penetration Tester,"[""Python"", ""OWASP"", ""Bash"", ""Burp Suite"", ""Metasploit""]",1 - 3 Tahun,D3
U-0657,Cyber Security,Security Analyst,"[""Incident Response"", ""Log Analysis"", ""Python"", ""Firewall"", ""Threat Intelligence"", ""SIEM""]",> 3 Tahun,S1/D4
U-0658,Web Development,Backend Engineer,"[""MongoDB"", ""Git"", ""MySQL"", ""Docker"", ""NodeJS""]",1 - 3 Tahun,D3
U-0659,Cloud & DevOps,DevOps Engineer,"[""GitLab CI"", ""Docker"", ""Git"", ""Linux"", ""Ansible""]",< 1 Tahun,S1/D4
U-0660,Quality Assurance (QA) & Testing,Automation QA,"[""Playwright"", ""Postman"", ""TestNG"", ""Git"", ""Java"", ""Jira""]",1 - 3 Tahun,D3
U-0661,Cloud & DevOps,SRE,"[""Terraform""]",Belum ada pengalaman,S1/D4
U-0662,UI/UX Design,Product Designer,"[""Figma"", ""Agile/Scrum""]",1 - 3 Tahun,S2/S3
U-0663,Web Development,Fullstack Engineer,"[""Docker"", ""HTML"", ""ReactJS"", ""NodeJS"", ""CSS"", ""JavaScript""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0664,UI/UX Design,UI Designer,"[""Color Theory""]",Belum ada pengalaman,S1/D4
U-0665,Cloud & DevOps,SRE,"[""Grafana""]",> 3 Tahun,S1/D4
U-0666,Cloud & DevOps,DevOps Engineer,"[""Docker"", ""Python"", ""Terraform"", ""Kubernetes""]",Belum ada pengalaman,S1/D4
U-0667,Data Science & AI,Data Analyst,"[""Excel"", ""NumPy"", ""Tableau"", ""Statistics"", ""Data Visualization""]",< 1 Tahun,S1/D4
U-0668,Quality Assurance (QA) & Testing,Manual QA,"[""Jira"", ""Test Case Writing""]",> 3 Tahun,S1/D4
U-0669,Cloud & DevOps,SRE,"[""CI/CD"", ""Linux"", ""Python"", ""Git"", ""Kubernetes""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0670,Data Science & AI,Data Scientist,"[""Matplotlib"", ""Scikit-Learn"", ""Git""]",1 - 3 Tahun,D3
U-0671,UI/UX Design,Product Designer,"[""Prototyping"", ""Figma"", ""Design System"", ""Wireframing"", ""Agile/Scrum"", ""Accessibility""]",1 - 3 Tahun,D3
U-0672,Cyber Security,Security Analyst,"[""IDS/IPS"", ""Linux"", ""Threat Intelligence""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0673,UI/UX Design,UX Researcher,"[""Figma""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0674,Web Development,Backend Engineer,"[""Express""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0675,Data Science & AI,Data Scientist,"[""Jupyter""]",1 - 3 Tahun,S1/D4
U-0676,Cloud & DevOps,SRE,"[""CI/CD"", ""Kubernetes"", ""Grafana"", ""Prometheus"", ""Python""]",> 3 Tahun,S1/D4
U-0677,Cyber Security,Security Analyst,"[""Incident Response""]",Belum ada pengalaman,D3
U-0678,Web Development,Backend Engineer,"[""MongoDB"", ""PostgreSQL"", ""NodeJS"", ""Laravel""]",Belum ada pengalaman,D3
U-0679,Mobile Development,Flutter Engineer,"[""Flutter"", ""GetX"", ""Hive"", ""REST API""]",1 - 3 Tahun,S2/S3
U-0680,Quality Assurance (QA) & Testing,Manual QA,"[""Agile/Scrum"", ""Bug Reporting"", ""Regression Testing"", ""Postman"", ""SQL"", ""Jira""]",1 - 3 Tahun,D3
U-0681,Quality Assurance (QA) & Testing,SDET,"[""Docker"", ""CI/CD"", ""Git"", ""JMeter""]",> 3 Tahun,S1/D4
U-0682,Web Development,Backend Engineer,"[""Django"", ""Laravel"", ""PHP""]",> 3 Tahun,S1/D4
U-0683,Quality Assurance (QA) & Testing,Manual QA,"[""API Testing"", ""Regression Testing"", ""Bug Reporting"", ""Test Case Writing"", ""Agile/Scrum"", ""SQL""]",< 1 Tahun,S1/D4
U-0684,Cloud & DevOps,DevOps Engineer,"[""Python"", ""Ansible"", ""Git"", ""Jenkins"", ""Linux"", ""Docker""]",Belum ada pengalaman,S1/D4
U-0685,Cloud & DevOps,DevOps Engineer,"[""Docker"", ""Terraform"", ""Python"", ""Ansible"", ""Kubernetes""]",Belum ada pengalaman,SMA/SMK
U-0686,Mobile Development,iOS Developer,"[""Firebase""]",1 - 3 Tahun,D3
U-0687,Cyber Security,Penetration Tester,"[""Wireshark"", ""Metasploit"", ""Nmap"", ""Python""]",> 3 Tahun,S1/D4
U-0688,Web Development,Frontend Engineer,"[""TailwindCSS""]",> 3 Tahun,S2/S3
U-0689,Mobile Development,iOS Developer,"[""UIKit"", ""Firebase"", ""SwiftUI""]",1 - 3 Tahun,S1/D4
U-0690,Data Science & AI,AI Engineer,"[""LangChain"", ""Docker""]",< 1 Tahun,S1/D4
U-0691,Cloud & DevOps,DevOps Engineer,"[""Docker"", ""GitLab CI"", ""Git""]",1 - 3 Tahun,S2/S3
U-0692,Cyber Security,DevSecOps,"[""AWS"", ""Docker"", ""Git""]",> 3 Tahun,S1/D4
U-0693,Quality Assurance (QA) & Testing,SDET,"[""Docker"", ""Java"", ""Appium"", ""API Testing"", ""Git"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0694,Cloud & DevOps,DevOps Engineer,"[""Python"", ""Git"", ""Ansible"", ""GitLab CI""]",Belum ada pengalaman,D3
U-0695,Cloud & DevOps,SRE,"[""Prometheus"", ""Terraform"", ""Grafana"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0696,UI/UX Design,UX Researcher,"[""User Interview""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0697,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""API Testing"", ""SQL""]",> 3 Tahun,S1/D4
U-0698,Data Science & AI,Data Analyst,"[""Statistics"", ""Tableau"", ""Power BI"", ""SQL""]",< 1 Tahun,D3
U-0699,Data Science & AI,Data Scientist,"[""SQL""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0700,Cloud & DevOps,Cloud Engineer,"[""Docker"", ""Linux"", ""AWS""]",> 3 Tahun,S1/D4
U-0701,Quality Assurance (QA) & Testing,Automation QA,"[""TestNG"", ""Java"", ""Selenium"", ""CI/CD"", ""Jira""]",1 - 3 Tahun,S2/S3
U-0702,Data Science & AI,Data Scientist,"[""Statistics"", ""Matplotlib"", ""NumPy""]",1 - 3 Tahun,D3
U-0703,Cloud & DevOps,DevOps Engineer,"[""Jenkins""]",1 - 3 Tahun,D3
U-0704,Cyber Security,DevSecOps,"[""Docker""]",> 3 Tahun,S2/S3
U-0705,Mobile Development,Flutter Engineer,"[""GetX"", ""Git"", ""BLoC"", ""REST API"", ""Firebase""]",< 1 Tahun,D3
U-0706,Web Development,Fullstack Engineer,"[""Git"", ""HTML"", ""NodeJS"", ""JavaScript"", ""Docker"", ""PostgreSQL""]",1 - 3 Tahun,D3
U-0707,Cloud & DevOps,Cloud Engineer,"[""Terraform"", ""Python"", ""Linux""]",1 - 3 Tahun,D3
U-0708,Mobile Development,iOS Developer,"[""Git""]",> 3 Tahun,S2/S3
U-0709,Cloud & DevOps,DevOps Engineer,"[""Jenkins""]",Belum ada pengalaman,D3
U-0710,UI/UX Design,Product Designer,"[""Wireframing"", ""Prototyping""]",< 1 Tahun,D3
U-0711,Cyber Security,Penetration Tester,"[""Wireshark""]",> 3 Tahun,S2/S3
U-0712,Data Science & AI,Data Scientist,"[""Statistics"", ""Jupyter"", ""Matplotlib"", ""Git"", ""R""]",> 3 Tahun,S1/D4
U-0713,Quality Assurance (QA) & Testing,SDET,"[""API Testing""]",< 1 Tahun,S1/D4
U-0714,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Kubernetes"", ""Python"", ""Ansible""]",> 3 Tahun,S2/S3
U-0715,Mobile Development,Android Developer,"[""Kotlin"", ""Jetpack Compose"", ""Java"", ""Git""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0716,Web Development,Frontend Engineer,"[""CSS"", ""HTML"", ""JavaScript""]",> 3 Tahun,S2/S3
U-0717,Mobile Development,Flutter Engineer,"[""Firebase""]",Belum ada pengalaman,D3
U-0718,UI/UX Design,UI Designer,"[""Figma"", ""Adobe XD"", ""Sketch"", ""Wireframing"", ""Prototyping"", ""Design System""]",1 - 3 Tahun,S1/D4
U-0719,Web Development,Backend Engineer,"[""MongoDB"", ""PostgreSQL"", ""REST API""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0720,Quality Assurance (QA) & Testing,SDET,"[""Python""]",1 - 3 Tahun,S1/D4
U-0721,Cyber Security,Penetration Tester,"[""Wireshark"", ""Kali Linux"", ""Nmap"", ""OWASP""]",1 - 3 Tahun,D3
U-0722,Cyber Security,DevSecOps,"[""Git"", ""Linux"", ""DAST"", ""CI/CD"", ""Kubernetes"", ""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0723,Cyber Security,Penetration Tester,"[""Bash"", ""Wireshark"", ""Networking"", ""OWASP""]",< 1 Tahun,D3
U-0724,Web Development,Fullstack Engineer,"[""Git"", ""Docker"", ""JavaScript""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0725,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""AWS"", ""Linux"", ""Git""]",Belum ada pengalaman,S1/D4
U-0726,Mobile Development,iOS Developer,"[""Xcode"", ""SwiftUI"", ""Objective-C"", ""Git"", ""Firebase""]",Belum ada pengalaman,S1/D4
U-0727,UI/UX Design,Product Designer,"[""Miro"", ""Prototyping"", ""User Research"", ""Accessibility"", ""Design System""]",Belum ada pengalaman,SMA/SMK
U-0728,Mobile Development,Android Developer,"[""Java"", ""Git"", ""Jetpack Compose"", ""Firebase"", ""MVVM"", ""Room DB""]",Belum ada pengalaman,D3
U-0729,Mobile Development,Android Developer,"[""Android SDK"", ""Kotlin"", ""MVVM"", ""Firebase"", ""Java""]",1 - 3 Tahun,D3
U-0730,Data Science & AI,Data Scientist,"[""SQL"", ""Jupyter"", ""Statistics"", ""Python"", ""NumPy"", ""Git""]",< 1 Tahun,S1/D4
U-0731,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Kubernetes"", ""Ansible"", ""Terraform"", ""Python""]",1 - 3 Tahun,S1/D4
U-0732,Quality Assurance (QA) & Testing,Manual QA,"[""Regression Testing""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0733,UI/UX Design,UX Researcher,"[""Miro""]",< 1 Tahun,D3
U-0734,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""TestNG"", ""Cypress""]",1 - 3 Tahun,D3
U-0735,Mobile Development,Flutter Engineer,"[""REST API"", ""Provider"", ""Dart"", ""Hive""]",< 1 Tahun,S1/D4
U-0736,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""Terraform"", ""GCP"", ""Python"", ""Azure""]",> 3 Tahun,S2/S3
U-0737,Data Science & AI,AI Engineer,"[""Git"", ""Vector DB"", ""LangChain"", ""Docker"", ""SQL"", ""FastAPI""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0738,Mobile Development,Android Developer,"[""REST API"", ""Firebase"", ""MVVM"", ""Jetpack Compose"", ""Git"", ""Room DB""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0739,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""Cypress"", ""Playwright""]",> 3 Tahun,S2/S3
U-0740,Data Science & AI,Data Analyst,"[""Git"", ""Python""]",< 1 Tahun,S1/D4
U-0741,Cloud & DevOps,SRE,"[""Python""]",< 1 Tahun,S1/D4
U-0742,Cyber Security,DevSecOps,"[""Docker"", ""Git"", ""Python"", ""DAST""]",1 - 3 Tahun,D3
U-0743,Cloud & DevOps,Cloud Engineer,"[""Kubernetes"", ""Python"", ""Terraform"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0744,Mobile Development,Android Developer,"[""Git"", ""Android SDK"", ""Java"", ""MVVM""]",1 - 3 Tahun,S2/S3
U-0745,Data Science & AI,Data Analyst,"[""NumPy"", ""Excel""]",Belum ada pengalaman,SMA/SMK
U-0746,UI/UX Design,UX Researcher,"[""Figma"", ""User Interview"", ""Personas"", ""Usability Testing"", ""Survey Design"", ""Maze""]",< 1 Tahun,D3
U-0747,UI/UX Design,UI Designer,"[""Prototyping"", ""Color Theory"", ""Wireframing"", ""Typography""]",Belum ada pengalaman,S1/D4
U-0748,Cyber Security,Security Analyst,"[""SIEM"", ""Threat Intelligence"", ""Python"", ""Incident Response""]",1 - 3 Tahun,D3
U-0749,Cloud & DevOps,Cloud Engineer,"[""Kubernetes"", ""CI/CD""]",1 - 3 Tahun,S1/D4
U-0750,Quality Assurance (QA) & Testing,Automation QA,"[""Python"", ""CI/CD""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0751,Quality Assurance (QA) & Testing,Automation QA,"[""Postman"", ""Jira"", ""Git"", ""CI/CD"", ""Java""]",Belum ada pengalaman,S1/D4
U-0752,Data Science & AI,Data Analyst,"[""Tableau"", ""NumPy""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0753,Mobile Development,iOS Developer,"[""SwiftUI"", ""REST API"", ""Xcode"", ""Swift"", ""Firebase"", ""Objective-C""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0754,Cloud & DevOps,Cloud Engineer,"[""AWS"", ""Git"", ""Linux"", ""Azure"", ""Terraform""]",> 3 Tahun,S1/D4
U-0755,Quality Assurance (QA) & Testing,SDET,"[""API Testing"", ""Selenium"", ""CI/CD""]",> 3 Tahun,S1/D4
U-0756,Quality Assurance (QA) & Testing,SDET,"[""Performance Testing"", ""JMeter"", ""API Testing"", ""Git"", ""Python"", ""Selenium""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0757,Data Science & AI,Data Analyst,"[""Git"", ""Data Visualization"", ""Tableau"", ""Pandas""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0758,Cyber Security,Security Analyst,"[""Firewall"", ""Threat Intelligence"", ""Networking""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0759,Cloud & DevOps,DevOps Engineer,"[""Docker"", ""Terraform"", ""Ansible"", ""Linux"", ""Kubernetes""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0760,Mobile Development,Android Developer,"[""MVVM"", ""Jetpack Compose"", ""Android SDK"", ""Room DB"", ""Java""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0761,Web Development,Frontend Engineer,"[""HTML"", ""TailwindCSS""]",< 1 Tahun,S1/D4
U-0762,Mobile Development,Android Developer,"[""Jetpack Compose"", ""Kotlin"", ""Java"", ""Git"", ""Room DB"", ""Android SDK""]",Belum ada pengalaman,D3
U-0763,Data Science & AI,Machine Learning Engineer,"[""MLflow"", ""Python"", ""Docker"", ""TensorFlow""]",> 3 Tahun,S1/D4
U-0764,Web Development,Frontend Engineer,"[""Vue.js"", ""HTML""]",1 - 3 Tahun,D3
U-0765,Cyber Security,Penetration Tester,"[""Python"", ""Networking""]",1 - 3 Tahun,D3
U-0766,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""Jira"", ""Regression Testing"", ""Agile/Scrum""]",> 3 Tahun,S1/D4
U-0767,Quality Assurance (QA) & Testing,SDET,"[""Python"", ""API Testing"", ""Selenium""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0768,Quality Assurance (QA) & Testing,SDET,"[""API Testing"", ""Performance Testing"", ""Docker"", ""Selenium"", ""Python"", ""Git""]",< 1 Tahun,S1/D4
U-0769,Quality Assurance (QA) & Testing,Automation QA,"[""Python""]",1 - 3 Tahun,D3
U-0770,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""GCP"", ""Git"", ""Linux""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0771,Mobile Development,Android Developer,"[""Jetpack Compose"", ""Firebase"", ""MVVM""]",1 - 3 Tahun,D3
U-0772,Cloud & DevOps,SRE,"[""Docker"", ""Linux"", ""CI/CD"", ""Terraform""]",1 - 3 Tahun,S1/D4
U-0773,Cyber Security,Penetration Tester,"[""Nmap"", ""Python"", ""Burp Suite"", ""Metasploit""]",< 1 Tahun,S1/D4
U-0774,Cyber Security,Penetration Tester,"[""Nmap""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0775,Data Science & AI,Data Analyst,"[""Statistics"", ""Pandas"", ""NumPy"", ""SQL"", ""Tableau"", ""Data Visualization""]",Belum ada pengalaman,SMA/SMK
U-0776,Cyber Security,Security Analyst,"[""Python""]",Belum ada pengalaman,S1/D4
U-0777,Data Science & AI,Data Analyst,"[""Git"", ""Statistics"", ""NumPy""]",1 - 3 Tahun,S2/S3
U-0778,UI/UX Design,UX Researcher,"[""Survey Design"", ""Data Analysis"", ""Figma"", ""Usability Testing"", ""User Interview""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0779,Cyber Security,Penetration Tester,"[""Kali Linux"", ""Bash"", ""OWASP"", ""Nmap"", ""Wireshark""]",1 - 3 Tahun,S1/D4
U-0780,UI/UX Design,UI Designer,"[""Wireframing""]",< 1 Tahun,S1/D4
U-0781,Quality Assurance (QA) & Testing,SDET,"[""Git"", ""JMeter"", ""Java"", ""API Testing"", ""Docker""]",< 1 Tahun,D3
U-0782,Mobile Development,iOS Developer,"[""Objective-C"", ""REST API"", ""CoreData"", ""UIKit"", ""Firebase"", ""Swift""]",> 3 Tahun,S2/S3
U-0783,UI/UX Design,Product Designer,"[""Miro"", ""Prototyping"", ""User Research"", ""Accessibility"", ""Wireframing"", ""Design System""]",Belum ada pengalaman,S1/D4
U-0784,UI/UX Design,UI Designer,"[""Illustrator"", ""Sketch"", ""Wireframing"", ""Design System"", ""Typography"", ""Adobe XD""]",> 3 Tahun,S2/S3
U-0785,Data Science & AI,Data Analyst,"[""Data Visualization""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0786,Cyber Security,Penetration Tester,"[""Bash""]",Belum ada pengalaman,S1/D4
U-0787,Cyber Security,Penetration Tester,"[""Python"", ""OWASP"", ""Burp Suite"", ""Networking"", ""Bash"", ""Wireshark""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0788,Cloud & DevOps,Cloud Engineer,"[""AWS"", ""CI/CD"", ""Terraform"", ""Git"", ""Python"", ""Docker""]",> 3 Tahun,S2/S3
U-0789,Web Development,Fullstack Engineer,"[""MySQL"", ""NodeJS"", ""Git""]",< 1 Tahun,S1/D4
U-0790,Cyber Security,Penetration Tester,"[""Nmap"", ""OWASP"", ""Networking""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0791,Cyber Security,DevSecOps,"[""AWS"", ""Linux"", ""Terraform"", ""Docker"", ""DAST""]",1 - 3 Tahun,S1/D4
U-0792,Web Development,Frontend Engineer,"[""TypeScript"", ""Vue.js"", ""Next.js"", ""HTML""]",1 - 3 Tahun,S2/S3
U-0793,Cloud & DevOps,DevOps Engineer,"[""GitLab CI"", ""Terraform"", ""Git"", ""Linux""]",Belum ada pengalaman,SMA/SMK
U-0794,UI/UX Design,Product Designer,"[""Design System"", ""Wireframing"", ""Figma"", ""Miro""]",Belum ada pengalaman,D3
U-0795,Mobile Development,Flutter Engineer,"[""Provider"", ""GetX"", ""Hive""]",< 1 Tahun,D3
U-0796,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""Jira"", ""Java"", ""Selenium"", ""Playwright"", ""Cypress""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0797,Cyber Security,DevSecOps,"[""Linux"", ""Kubernetes"", ""CI/CD"", ""AWS"", ""SAST""]",Belum ada pengalaman,S1/D4
U-0798,Mobile Development,Flutter Engineer,"[""Firebase"", ""Flutter"", ""Provider"", ""BLoC""]",< 1 Tahun,S1/D4
U-0799,UI/UX Design,UI Designer,"[""Sketch"", ""Design System""]",1 - 3 Tahun,S1/D4
U-0800,Web Development,Fullstack Engineer,"[""MySQL""]",1 - 3 Tahun,S2/S3
U-0801,Web Development,Fullstack Engineer,"[""HTML"", ""TypeScript"", ""Git"", ""ReactJS"", ""NodeJS"", ""Docker""]",> 3 Tahun,S2/S3
U-0802,Data Science & AI,AI Engineer,"[""HuggingFace"", ""Docker""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0803,Data Science & AI,Data Analyst,"[""Power BI"", ""Excel""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0804,Web Development,Frontend Engineer,"[""Git""]",Belum ada pengalaman,S1/D4
U-0805,Data Science & AI,Machine Learning Engineer,"[""Kubernetes"", ""MLflow""]",< 1 Tahun,D3
U-0806,Cyber Security,DevSecOps,"[""DAST"", ""Kubernetes"", ""Linux"", ""Git"", ""AWS"", ""SAST""]",1 - 3 Tahun,S1/D4
U-0807,Cyber Security,Security Analyst,"[""Threat Intelligence"", ""Incident Response""]",< 1 Tahun,S1/D4
U-0808,Web Development,Fullstack Engineer,"[""PostgreSQL"", ""JavaScript"", ""TypeScript"", ""MySQL"", ""CSS""]",> 3 Tahun,S2/S3
U-0809,UI/UX Design,UX Researcher,"[""Figma""]",< 1 Tahun,D3
U-0810,Data Science & AI,Data Analyst,"[""Excel"", ""Power BI""]",Belum ada pengalaman,S1/D4
U-0811,Cyber Security,DevSecOps,"[""Linux"", ""Kubernetes"", ""CI/CD"", ""Git""]",Belum ada pengalaman,S1/D4
U-0812,Cloud & DevOps,SRE,"[""Kubernetes"", ""Python"", ""Docker"", ""Incident Management"", ""Linux"", ""CI/CD""]",Belum ada pengalaman,S1/D4
U-0813,Web Development,Backend Engineer,"[""MySQL"", ""NodeJS"", ""MongoDB"", ""Express""]",< 1 Tahun,D3
U-0814,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""Git"", ""Docker"", ""Linux""]",1 - 3 Tahun,S1/D4
U-0815,UI/UX Design,Product Designer,"[""Accessibility""]",> 3 Tahun,S1/D4
U-0816,Cyber Security,Penetration Tester,"[""Networking"", ""OWASP"", ""Python""]",1 - 3 Tahun,S2/S3
U-0817,Quality Assurance (QA) & Testing,Automation QA,"[""TestNG"", ""Python"", ""Selenium""]",< 1 Tahun,D3
U-0818,Quality Assurance (QA) & Testing,Automation QA,"[""CI/CD"", ""Python"", ""TestNG"", ""Git"", ""Postman"", ""Java""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0819,Web Development,Frontend Engineer,"[""ReactJS"", ""TailwindCSS"", ""CSS"", ""JavaScript""]",1 - 3 Tahun,D3
U-0820,Data Science & AI,Data Analyst,"[""Statistics""]",Belum ada pengalaman,D3
U-0821,Cyber Security,DevSecOps,"[""Git"", ""Kubernetes"", ""DAST"", ""AWS""]",Belum ada pengalaman,D3
U-0822,UI/UX Design,Product Designer,"[""Figma"", ""Agile/Scrum"", ""Accessibility"", ""Adobe XD""]",1 - 3 Tahun,S1/D4
